ethnicity,label,x,y,x2,y2,label_x,label_y
bumi_malay,Bumi Malay,0,0,0.0,-1.0,0.0,-1.16
bumi_other,Bumi Other,0,0,0.8660254037844386,-0.5000000000000001,1.0045894683899488,-0.5800000000000001
chinese,Chinese,0,0,0.8660254037844387,0.4999999999999998,1.0045894683899488,0.5799999999999997
indian,Indian,0,0,1.2246467991473532e-16,1.0,1.4205902870109295e-16,1.16
other_citizen,Other Citizen,0,0,-0.8660254037844385,0.5000000000000004,-1.0045894683899486,0.5800000000000005
other_noncitizen,Other Non-Citizen,0,0,-0.8660254037844386,-0.5000000000000001,-1.0045894683899488,-0.5800000000000001
